指數,收市指數,漲跌,漲跌幅度(%),大盤資訊連結
櫃買指數,250.10,-5.19,-2.03,http://mis.twse.com.tw/stock/group.jsp?ind=OIDX&ex=otc&currPage=0&type=fixed&lang=zh_tw
